id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long
2078500320,20140620T000000,605000,4,2.5,2620,7553,2,8,2620,0,1996,0,98056,2620,11884,47.5301,-122.18
5547700270,20140715T000000,625000,4,2.5,2570,5520,2,9,2570,0,2000,0,98074,2470,5669,47.6145,-122.027
7766200013,20140811T000000,775000,4,2.25,4220,24186,1,8,2600,1620,1984,0,98166,2410,30617,47.445,-122.347
7203220400,20140707T000000,861990,5,2.75,3595,5639,2,9,3595,0,2014,0,98053,3625,5639,47.6848,-122.016
9270200160,20141028T000000,685000,3,1,1570,2280,2,7,1570,0,1922,0,98119,1580,2640,47.6413,-122.364
1432701230,20140729T000000,309000,3,1,1280,9656,1,6,920,360,1959,0,98058,1340,8808,47.4485,-122.175
8035350320,20140718T000000,488000,3,2.5,3160,13603,2,8,3160,0,2003,0,98019,3050,9232,47.7443,-121.977
8945200830,20150325T000000,210490,3,1,990,8528,1,6,990,0,1966,0,98023,1228,8840,47.3066,-122.371
4178300310,20140716T000000,785000,4,2.5,2290,13416,2,9,2290,0,1981,0,98007,2680,13685,47.6194,-122.151
9215400105,20150428T000000,450000,3,1.75,1250,5963,1,7,1250,0,1953,0,98115,970,5100,47.6796,-122.301
822039084,20150311T000000,1350000,3,2.5,2753,65005,1,9,2165,588,1953,0,98070,2680,72513,47.4041,-122.451
5245600105,20140916T000000,228000,3,1,1190,9199,1,7,1190,0,1955,0,98148,1190,9364,47.4258,-122.322
7231300125,20150217T000000,345000,5,2.5,3150,9134,1,8,1640,1510,1966,0,98056,1990,9133,47.4934,-122.189
7518505990,20141231T000000,600000,3,1.75,1410,4080,1,7,1000,410,1950,0,98117,1410,4080,47.6808,-122.384
3626039271,20150205T000000,585000,2,1.75,1980,8550,1,7,990,990,1981,0,98117,1480,6738,47.6989,-122.369
4217401195,20150303T000000,920000,5,2.25,2730,6000,1.5,8,2130,600,1927,0,98105,2730,6000,47.6571,-122.281
9822700295,20140512T000000,885000,4,2.5,2830,5000,2,9,2830,0,1995,0,98105,1950,5000,47.6597,-122.29
9478500640,20140819T000000,292500,4,2.5,2250,4495,2,7,2250,0,2008,0,98042,2250,4500,47.3663,-122.114
2799800710,20150407T000000,301000,3,2.5,2420,4750,2,8,2420,0,2003,0,98042,2690,4750,47.3663,-122.122
7922800400,20140827T000000,951000,5,3.25,3250,14342,2,8,3250,0,1968,0,98008,2960,11044,47.588,-122.116
8079040320,20150223T000000,430000,4,3,1850,9976,2,8,1850,0,1991,0,98059,2270,8542,47.5059,-122.149
1516000055,20141210T000000,650000,3,2.25,2150,21235,1,8,1590,560,1959,0,98166,2570,18900,47.4336,-122.339
9558200045,20140828T000000,289000,3,1.75,1260,8400,1,7,1260,0,1954,0,98148,1290,8750,47.4366,-122.335
5072410070,20141021T000000,505000,3,1.75,2519,8690,2,8,2519,0,1973,0,98166,2500,9500,47.4428,-122.344
9528102996,20141207T000000,549000,3,1.75,1540,1044,3,8,1540,0,2014,0,98115,1580,3090,47.6765,-122.32
1189001180,20140603T000000,425000,3,2.25,1660,6000,1,7,1110,550,1979,0,98122,1440,4080,47.6113,-122.297
3253500160,20141120T000000,317625,3,2.75,2770,3809,1.5,7,1770,1000,1925,0,98144,1440,4000,47.5747,-122.304
3394100030,20140909T000000,975000,4,2.5,2720,11049,2,10,2720,0,1989,0,98004,2750,11049,47.5815,-122.192
3717000160,20141009T000000,287000,4,2.5,2240,4648,2,7,2240,0,2005,0,98001,2221,4557,47.3378,-122.257
1274500060,20140825T000000,204000,3,1,1000,12070,1,7,1000,0,1968,0,98042,1010,12635,47.3621,-122.11
1802000060,20140612T000000,1325000,5,2.25,3200,20158,1,8,1600,1600,1965,0,98004,3390,20158,47.6303,-122.215
1525059190,20140912T000000,1040000,5,3.25,4770,50094,1,11,3070,1700,1973,0,98005,3530,38917,47.6525,-122.16
1049000060,20150105T000000,325000,3,2,1260,5612,1,7,1260,0,1972,0,98034,1640,4745,47.7362,-122.179
8820901275,20140610T000000,571000,4,2,2750,7807,1.5,7,2250,500,1916,0,98125,1510,7807,47.7168,-122.287
5416510140,20140710T000000,360000,4,2.5,2380,5000,2,8,2380,0,2005,0,98038,2420,5000,47.3608,-122.036
3444100400,20150316T000000,349000,3,1.75,1790,50529,1,7,1090,700,1965,0,98042,1940,50529,47.3511,-122.073
3276920270,20141105T000000,832500,4,4,3430,35102,2,10,2390,1040,1986,0,98075,3240,35020,47.5822,-121.987
4036801170,20141013T000000,380000,4,1.75,1760,7300,1,7,880,880,1956,0,98008,1680,7500,47.6034,-122.125
2391600320,20150420T000000,480000,3,1,1040,5060,1,7,1040,0,1941,0,98116,890,5060,47.5636,-122.394
6300000287,20140609T000000,410000,3,1,1410,5060,1,7,910,500,1956,0,98133,1130,5693,47.7073,-122.34
1531000030,20150323T000000,720000,4,2.5,3450,39683,2,10,3450,0,2002,0,98010,3350,39750,47.342,-122.025
5104520400,20141202T000000,390000,3,2.5,2350,5100,2,8,2350,0,2003,0,98038,2350,5363,47.3512,-122.008
7437100340,20141222T000000,360000,4,2.5,1900,5889,2,7,1900,0,1992,0,98038,1870,6405,47.349,-122.031
9418400240,20141028T000000,355000,2,1,2020,6720,1,7,1010,1010,1948,0,98118,1720,6720,47.5474,-122.291
1523059105,20150128T000000,356000,3,1.5,1680,8712,1,8,1680,0,1964,0,98059,1850,8797,47.4811,-122.149
1133000671,20140602T000000,315000,3,1,960,6634,1,6,960,0,1952,0,98125,1570,7203,47.7264,-122.31
4232902595,20141114T000000,940000,3,1.5,2140,3600,2,9,1900,240,1925,0,98119,2020,4800,47.6337,-122.365
2599001200,20141103T000000,305000,5,2.25,2660,8400,1.5,7,2660,0,1961,0,98092,1590,8165,47.2909,-122.189
3342103156,20140618T000000,461000,3,3.25,2770,6278,2,9,1980,790,2006,0,98056,1900,7349,47.5228,-122.199
1332700270,20140519T000000,215000,2,2.25,1610,2040,2,7,1610,0,1979,0,98056,1950,2025,47.518,-122.194
3869900162,20140904T000000,335000,2,1.75,1030,1066,2,7,765,265,2006,0,98136,1030,1106,47.5394,-122.387
2791500270,20140522T000000,243500,4,2.5,1980,7403,2,7,1980,0,1988,0,98023,1980,7510,47.2897,-122.372
5036300431,20150311T000000,1099880,5,2.75,3520,6353,2,10,3520,0,2001,0,98199,2520,6250,47.6506,-122.391
4168000060,20150226T000000,153000,3,1,1200,10500,1,7,1200,0,1962,0,98023,1350,10500,47.322,-122.351
6021501535,20140725T000000,430000,3,1.5,1580,5000,1,8,1290,290,1939,0,98117,1570,4500,47.687,-122.386
6021501535,20141223T000000,700000,3,1.5,1580,5000,1,8,1290,290,1939,0,98117,1570,4500,47.687,-122.386
1483300570,20140908T000000,905000,4,2.5,3300,10250,1,7,2390,910,1946,1991,98040,1950,6045,47.5873,-122.249
3422049190,20150330T000000,247500,3,1.75,1960,15681,1,7,1960,0,1967,0,98032,1750,15616,47.3576,-122.277
1099611230,20140912T000000,199000,4,1.5,1160,6400,1,7,1160,0,1975,0,98023,1160,6400,47.3036,-122.378
722079104,20140711T000000,314000,3,1.75,1810,41800,1,7,1210,600,1980,0,98038,1650,135036,47.4109,-121.958
7338200240,20140516T000000,437500,3,2.5,2320,36847,2,9,2320,0,1992,0,98045,2550,35065,47.4838,-121.714
1952200240,20140611T000000,850830,3,2.5,2070,13241,1.5,9,1270,800,1910,0,98102,2200,4500,47.6415,-122.315
5200100125,20141027T000000,555000,3,2,1980,3478,1.5,7,1440,540,1929,0,98117,1610,3478,47.6775,-122.372
7214720075,20141212T000000,699950,3,2.25,2190,107593,2,8,2190,0,1983,0,98077,2570,47777,47.7731,-122.08
2450000295,20141007T000000,1088000,3,2.5,2920,8113,2,8,2920,0,1950,2010,98004,2370,8113,47.5814,-122.196
6197800045,20140924T000000,290000,3,1,1210,33919,1,7,1210,0,1954,0,98058,1640,14910,47.4375,-122.184
1328310370,20150402T000000,375000,3,2.5,2340,10005,1,8,1460,880,1978,0,98058,2250,8162,47.4431,-122.133
546000875,20140523T000000,460000,3,1,1670,4005,1.5,7,1170,500,1939,0,98117,1240,4005,47.6878,-122.38
3530510041,20140723T000000,188500,2,1.75,1240,2493,1,8,1240,0,1985,0,98198,1270,4966,47.3813,-122.322
1853000400,20150305T000000,680000,4,2.5,3140,28037,2,10,3140,0,1991,0,98077,2990,35001,47.7304,-122.082
3134100116,20140827T000000,470000,5,1.75,2030,12342,2,7,2030,0,1942,0,98052,2500,9433,47.6417,-122.109
9545230140,20140725T000000,597750,4,2.5,2310,9624,2,8,2310,0,1984,0,98027,1940,9636,47.5386,-122.053
3362400511,20150304T000000,570000,3,1.75,1260,3328,1,6,700,560,1905,0,98103,1380,3536,47.6823,-122.349
2525310310,20140916T000000,272500,3,1.75,1540,12600,1,7,1160,380,1980,0,98038,1540,11656,47.3624,-122.031
6126500060,20141124T000000,329950,3,1.75,2080,5969,1,7,1080,1000,1971,0,98108,2090,5500,47.5474,-122.295
8961960160,20141028T000000,480000,4,2.5,3230,16171,2,9,2520,710,2001,0,98001,2640,8517,47.3183,-122.253
3626039325,20141121T000000,740500,3,3.5,4380,6350,2,8,2780,1600,1900,1999,98117,1830,6350,47.6981,-122.368
3362400431,20140626T000000,518500,3,3.5,1590,1102,3,8,1590,0,2010,0,98103,1620,3166,47.6824,-122.347
4060000240,20140623T000000,205425,2,1,880,6780,1,6,880,0,1945,0,98178,1190,6780,47.5009,-122.248
3454800060,20150108T000000,171800,4,2,1570,9600,1,6,1570,0,1950,0,98168,1880,9000,47.4965,-122.303
1695900060,20150511T000000,535000,4,1,1610,2982,1.5,7,1610,0,1925,0,98144,1610,4040,47.587,-122.294
7278700070,20150102T000000,660000,3,2.5,2400,6474,1,8,1560,840,1964,0,98177,2340,10856,47.7728,-122.386
6675500070,20141119T000000,391500,3,2,1450,9132,1,7,1450,0,1987,0,98034,1580,9104,47.7288,-122.226
3626039187,20150406T000000,395000,2,1,770,6000,1,6,770,0,1953,0,98117,1710,6000,47.6999,-122.364
3524049083,20141104T000000,445000,4,1.75,2100,4400,1.5,7,1720,380,1924,0,98118,1850,4400,47.5299,-122.266
3275860240,20140618T000000,770000,3,2.25,2910,10204,2,9,2910,0,1990,0,98052,2700,13992,47.6897,-122.098
4389200955,20150302T000000,1450000,4,2.75,2750,17789,1.5,8,1980,770,1914,1992,98004,3060,11275,47.6141,-122.212
4058801670,20140717T000000,445000,3,2.25,2100,8201,1,8,1620,480,1967,0,98178,2660,8712,47.5091,-122.244
8732020310,20140717T000000,260000,4,2.25,2160,8811,1,8,1360,800,1978,0,98023,2090,8400,47.3129,-122.39
2331300505,20140613T000000,822500,5,3.5,2320,4960,2,7,1720,600,1926,0,98103,1700,4960,47.6763,-122.352
7853210060,20150406T000000,430000,4,2.5,2070,4310,2,7,2070,0,2004,0,98065,1970,3748,47.5319,-121.85
3668000070,20150105T000000,212000,3,1.75,1060,7875,1,7,1060,0,1986,0,98092,1420,7680,47.2761,-122.152
9545240070,20150428T000000,660500,4,2.25,2010,9603,1,8,1440,570,1986,0,98027,2060,9793,47.5343,-122.054
1243100136,20140612T000000,784000,3,3.5,3950,111078,1.5,9,2460,1490,1989,0,98052,2480,88500,47.697,-122.072
8929000270,20140512T000000,453246,3,2.5,2010,2287,2,8,1390,620,2014,0,98029,1690,1662,47.5517,-121.998
2767602356,20150126T000000,675000,4,3.5,2140,2278,3,9,2140,0,2005,0,98107,1540,2285,47.6734,-122.38
921049315,20140813T000000,199000,3,1.75,1320,17390,1,7,1320,0,1956,0,98003,1550,19265,47.3257,-122.296
3655000070,20140805T000000,220000,4,1.75,2020,7840,1,7,1010,1010,1968,0,98003,1750,8140,47.3309,-122.299
4027700812,20140529T000000,452000,4,2.25,2590,10002,1,8,1340,1250,1968,0,98028,1550,10436,47.7689,-122.266
3992700335,20140707T000000,382500,2,1,1190,4440,1,6,1190,0,1981,0,98125,1060,5715,47.7135,-122.287
2767603505,20140507T000000,519950,3,2.25,1170,1249,3,8,1170,0,2014,0,98107,1350,1310,47.6722,-122.381
4232901525,20140627T000000,665000,2,1,1110,3200,1,7,1110,0,1925,0,98119,1170,3600,47.6338,-122.358
1777500060,20140708T000000,527700,5,2.5,2820,9375,1,8,1550,1270,1968,0,98006,2820,9375,47.5707,-122.128
1432900240,20150508T000000,205000,3,1,1610,8579,1,7,1010,600,1962,0,98058,1610,8579,47.4563,-122.171
6140100875,20150415T000000,420000,3,1,1060,8097,1,7,940,120,1923,0,98133,1560,7940,47.7144,-122.351
6071600370,20150227T000000,500000,4,2.25,2030,8517,1,8,1380,650,1961,0,98006,2230,8824,47.5495,-122.174
1526069017,20141203T000000,921500,4,2.5,3670,315374,2,9,3670,0,1994,0,98077,2840,87991,47.7421,-122.026
809001525,20140625T000000,890000,4,1,2550,4000,2,8,2370,180,1905,0,98109,2200,4000,47.6354,-122.353
3224079105,20140806T000000,430000,2,2.5,2420,60984,2,7,2420,0,2007,0,98027,1940,193842,47.5262,-121.943
8075400570,20141030T000000,258000,5,2,2260,12500,1,8,1130,1130,1960,0,98032,1360,18000,47.3887,-122.286
1994200024,20141104T000000,511000,3,1,1430,3455,1,7,980,450,1947,0,98103,1450,4599,47.6873,-122.336
3362900810,20140820T000000,532170,3,2,1360,3090,2,8,1360,0,1990,0,98103,1500,3090,47.6838,-122.353
1324300398,20150409T000000,560000,3,1,1110,5000,1.5,7,1110,0,1947,0,98107,1420,5000,47.655,-122.359
537000445,20150331T000000,282950,3,1,1250,8200,1,7,1250,0,1954,0,98003,1680,8633,47.3255,-122.304
7855801670,20150401T000000,2250000,4,3.25,5180,19850,2,12,3540,1640,2006,0,98006,3160,9750,47.562,-122.162
7920100045,20140516T000000,350000,1,1,700,5100,1,7,700,0,1942,0,98115,1010,5100,47.679,-122.3
8960000030,20140728T000000,215000,3,1,1180,7669,1,7,1180,0,1967,0,98058,1190,7669,47.4479,-122.176
6388930390,20141120T000000,650000,5,3.5,3960,25245,2,9,2500,1460,1996,0,98056,2640,13675,47.525,-122.172
8731900200,20140807T000000,320000,4,2.75,2640,7500,1,8,1620,1020,1967,0,98023,1980,7875,47.3135,-122.369
8029200135,20141113T000000,247000,3,2,1270,7198,1.5,7,1270,0,1916,2013,98022,1160,7198,47.2086,-121.996
1081200350,20141003T000000,320000,4,1.75,1760,11180,1,8,1760,0,1968,0,98059,1730,11180,47.4715,-122.118
84000105,20140507T000000,255000,5,2.25,2060,8632,1,7,1030,1030,1962,0,98146,1010,11680,47.4877,-122.335
3756500060,20150309T000000,438000,3,1.75,1780,9660,1,7,1780,0,1962,0,98034,1200,9660,47.7171,-122.193
7215720160,20150304T000000,900000,3,2.5,3400,16603,2,10,3400,0,2000,0,98075,3400,12601,47.6012,-122.023
3574800520,20140620T000000,441000,3,2.75,1910,7280,1,7,1160,750,1979,0,98034,1710,8152,47.7319,-122.224
2617300160,20140812T000000,420000,3,2,2020,38332,1,7,1010,1010,1975,0,98027,2110,36590,47.4582,-122.023
2558660270,20141208T000000,370000,3,1.75,1580,7000,1,7,1180,400,1976,0,98034,1640,7500,47.7209,-122.168
2009000370,20150219T000000,269950,2,1.75,1340,7250,1,5,700,640,1949,0,98198,1830,9750,47.408,-122.327
1836980160,20150324T000000,807100,4,2.5,2680,4499,2,9,2680,0,1999,0,98006,2920,4500,47.565,-122.125
3261020370,20140605T000000,653000,3,2.5,2680,9750,1,8,1610,1070,1979,0,98034,2480,8750,47.7028,-122.231
1755700060,20140611T000000,371500,3,2,1370,8336,1,7,1370,0,1964,0,98133,1770,7288,47.7458,-122.331
4330600435,20150316T000000,284000,3,1.75,1560,21000,1,7,1560,0,1954,0,98166,1070,7920,47.4776,-122.337
9542800700,20150102T000000,272000,3,1.75,2160,7140,1,7,1670,490,1978,0,98023,1930,7350,47.3026,-122.374
1999700045,20140502T000000,313000,3,1.5,1340,7912,1.5,7,1340,0,1955,0,98133,1480,7940,47.7658,-122.339
1762600070,20150116T000000,917500,4,2.5,3880,35003,2,10,2570,1310,1984,0,98033,3740,35230,47.6477,-122.182
1687900520,20140929T000000,673000,4,2.25,2590,8190,2,8,2590,0,1980,0,98006,2260,8335,47.5619,-122.125
7234600798,20150210T000000,425000,3,2.5,1120,1100,2,8,820,300,2008,0,98122,1590,1795,47.6106,-122.31
3881900445,20140709T000000,399950,5,2.75,1970,5400,1,7,1320,650,1986,0,98144,1280,2150,47.5868,-122.308
2254502445,20140530T000000,385000,3,1,1220,4800,1,6,1220,0,1901,0,98122,1200,4800,47.6101,-122.307
5437810320,20141117T000000,269950,3,1.5,1950,7560,1,7,1320,630,1975,0,98022,1950,8941,47.1976,-121.999
9158100075,20150107T000000,330000,2,1,1350,8220,1,7,1060,290,1949,0,98177,1540,8280,47.7224,-122.358
3830630310,20140725T000000,260000,3,2.5,1670,5797,2,7,1670,0,1988,0,98030,1670,6183,47.3505,-122.179
8123100045,20150414T000000,470000,4,3,2380,5125,1.5,7,1680,700,1925,0,98126,1410,5375,47.5384,-122.376
3127200041,20140613T000000,589000,4,3,2440,9600,2,7,2440,0,1961,0,98034,2290,9600,47.7044,-122.2
6661200320,20140723T000000,163500,2,1.5,1050,3419,2,7,1050,0,1996,0,98038,1050,3417,47.3848,-122.039
11510310,20140905T000000,835000,4,2.75,3130,13412,2,9,2140,990,1993,0,98052,2260,9984,47.6993,-122.102
825059270,20141121T000000,1095000,5,3,4090,12850,1,10,2090,2000,1986,0,98033,2540,10270,47.6627,-122.188
8731951370,20150415T000000,269000,4,1.75,1490,10000,1,8,1100,390,1969,0,98023,2190,8910,47.3099,-122.379
1954440060,20140505T000000,560000,3,2.5,1900,8744,2,8,1900,0,1987,0,98074,2030,8744,47.62,-122.043
2264500350,20150418T000000,615000,4,1,1330,2400,1.5,6,1330,0,1901,0,98103,1330,4400,47.65,-122.34
1115810060,20141205T000000,585188,3,2.25,2230,10026,1,8,1430,800,1975,0,98052,2230,9340,47.6647,-122.153
9477200200,20140818T000000,305000,3,1.75,1650,9480,1,7,1220,430,1977,0,98034,1540,8400,47.726,-122.191
1432600560,20141105T000000,166950,3,1,1190,8820,1,6,1190,0,1959,0,98058,1230,7980,47.4616,-122.184
2287000060,20140912T000000,799000,3,2.5,2140,9897,1,8,2140,0,1959,0,98040,2680,10083,47.5505,-122.219
3663500060,20140625T000000,400000,3,2.5,2180,7508,1,7,1420,760,1962,0,98133,1900,7818,47.7606,-122.336
3996900125,20141201T000000,230000,3,1,1060,10228,1,7,1060,0,1948,0,98155,1570,10228,47.7481,-122.3
7796450200,20140515T000000,256883,3,2.5,1690,5025,2,8,1690,0,2003,0,98023,2550,5001,47.2779,-122.347
7549802535,20141111T000000,423000,4,2,1970,6480,1.5,7,1130,840,1920,0,98108,1500,6480,47.5511,-122.312
3278600320,20140723T000000,465000,3,2.5,2150,4084,2,8,2150,0,2007,0,98126,1750,2385,47.5488,-122.372
2824079053,20150113T000000,440000,3,2.5,1910,66211,2,7,1910,0,1997,0,98024,2330,67268,47.5385,-121.911
1222069094,20141014T000000,385000,3,1.75,1350,155073,1,7,1350,0,1969,0,98038,1560,50965,47.4058,-121.994
3542300060,20150311T000000,210000,3,1,860,11725,1,6,860,0,1943,0,98056,1300,9514,47.5093,-122.184
2222059065,20141112T000000,297000,3,2.5,1940,14952,2,8,1940,0,1994,0,98042,2030,10450,47.3777,-122.165
7551300060,20140716T000000,470000,3,1,1010,5000,1,7,1010,0,1952,0,98107,1680,5000,47.675,-122.394
100600550,20140804T000000,226500,3,1.5,1300,7370,1,7,900,400,1976,0,98023,1430,7500,47.3025,-122.37
3211100860,20150303T000000,274250,3,1,910,8450,1,6,910,0,1962,0,98059,1400,8040,47.4787,-122.158
3456000310,20140804T000000,840000,4,1.75,2480,11010,1,9,1630,850,1966,0,98040,2770,10744,47.5378,-122.219
9526600140,20140919T000000,677900,3,2.5,2440,4587,2,8,2440,0,2010,0,98052,2750,4587,47.7073,-122.114
7465900060,20150205T000000,425000,3,1,1010,5864,1,7,1010,0,1915,0,98116,1290,5000,47.5733,-122.381
1222000055,20141123T000000,180250,2,0.75,900,9600,1,6,900,0,1941,0,98166,1250,14280,47.4604,-122.339
6300000550,20140717T000000,464000,6,3,2300,3404,2,7,1600,700,1920,1994,98133,1560,1312,47.7067,-122.343
2310030510,20150422T000000,320000,4,2.25,1550,7579,2,8,1550,0,1993,0,98038,1630,6397,47.354,-122.047
1025049114,20140717T000000,625504,3,2.25,1270,1566,2,8,1060,210,2014,0,98105,1160,1327,47.6647,-122.284
8677300550,20140515T000000,592500,4,2.5,2240,12032,1,9,2240,0,1983,0,98074,2520,12368,47.6143,-122.017
4014400292,20150114T000000,465000,3,2.5,2714,17936,2,9,2714,0,2005,0,98001,2590,18386,47.3185,-122.275
1102000196,20140527T000000,477000,4,2.75,1720,6270,2,8,1720,0,1978,0,98118,2130,8700,47.5458,-122.268
257000138,20150115T000000,280000,2,1,850,16400,1,6,850,0,1923,0,98168,1100,14459,47.4889,-122.299
46100204,20150221T000000,1505000,5,3,3300,33474,1,9,1870,1430,1957,1991,98040,3836,20953,47.5673,-122.21
1909600046,20140703T000000,445838,3,2.5,2250,5692,2,8,2250,0,2000,0,98146,1320,5390,47.5133,-122.379
1250202145,20140828T000000,1072000,2,2.25,3900,14864,1,8,1950,1950,1947,0,98144,2580,5184,47.5884,-122.291
7611200125,20141023T000000,467000,2,1.5,1320,10800,1,8,1320,0,1947,0,98177,2120,12040,47.7145,-122.367
5611500140,20140822T000000,686000,4,2.5,2760,6440,2,10,2760,0,1999,0,98075,3070,8127,47.5836,-122.026
7138000260,20140605T000000,279950,3,2,1750,9750,1,7,1350,400,1961,0,98198,1900,10125,47.398,-122.299
626059335,20140904T000000,527000,4,2.25,2330,19436,2,8,2330,0,1987,0,98011,1910,10055,47.7663,-122.215
1922059282,20140918T000000,325000,3,2.25,2220,16020,1,8,1780,440,1966,0,98030,2080,9583,47.3758,-122.217
705700390,20140903T000000,328000,3,2.25,2020,8379,2,7,2020,0,1994,0,98038,2020,8031,47.3828,-122.023
7454001200,20140604T000000,390000,3,2.25,1250,7500,1,7,1250,0,1942,0,98146,1280,7392,47.5123,-122.373
8682281200,20150309T000000,479950,2,2,1510,6516,1,8,1510,0,2005,0,98053,1640,6009,47.7076,-122.013
7972000200,20140529T000000,264950,4,2.25,1720,9753,1,7,1120,600,1978,0,98023,1510,9753,47.2922,-122.371
722059070,20150115T000000,235000,3,1,1430,15246,1,7,980,450,1961,0,98031,1960,13068,47.4075,-122.214
7202340400,20150303T000000,516500,3,2.5,1480,4729,2,7,1480,0,2004,0,98053,2250,4729,47.6794,-122.034
8096000060,20150413T000000,655000,2,1.75,1450,15798,2,7,1230,220,1915,1978,98166,2030,13193,47.4497,-122.375
2424000060,20140616T000000,500000,4,2.75,2280,15347,1,7,2280,0,1960,0,98059,2280,15347,47.5218,-122.164
